task_id,prompt,zh_prompt,canonical_solution,test,entry_point,rules,max_n
leetcode/961,"import collections
def repeatedNTimes(nums):
    '''
    In a array nums of size 2 * n, there are n + 1 unique elements, and exactly one of these elements is repeated n times.
    Return the element repeated n times.
    >>> repeatedNTimes([1,2,3,3])
    3
    '''","import collections
def repeatedNTimes(nums):
    '''
    在大小为 2 * n 的数组 'nums' 中有 n + 1 个不同的元素, 其中有一个元素重复了 n 次。
    返回重复了 n 次的那个元素。
    Return the element repeated n times.
    >>> repeatedNTimes([1,2,3,3])
    3
    '''","    nums_dict = collections.Counter(nums)
    for i in nums_dict:
        if nums_dict[i] == len(nums)/2:
            return i","def check(candidate):
    assert candidate([1,2,3,3]) == 3
    assert candidate([2,1,2,5,3,2]) == 2
    assert candidate([5,1,5,2,5,3,5,4]) == 5",repeatedNTimes,"def rules(n):
    import random
    nums = []
    for i in range(n):
        nums.append(i)
        nums.append(n)
    random.shuffle(nums)
    return {
        'nums': nums
    }",10000
leetcode/747,"def dominantIndex(nums):
    '''
    You are given an integer array nums where the largest integer is unique.
    Determine whether the largest element in the array is at least twice as much as every other number in the array. If it is, return the index of the largest element, or return -1 otherwise.
    For example, if nums = [1, 2, 3, 4], the largest element is 4, and it is at least twice as much as every other number in the array, so return 3.
    >>> dominantIndex([3,6,1,0])
    1
    >>> dominantIndex([1,2,3,4])
    -1
    '''","def dominantIndex(nums):
    '''
    给定一个整数数组 'nums', 其中最大的整数是唯一的。
    判断最大元素是否至少是数组中每个其他数字的两倍。如果是, 返回最大元素的索引, 否则返回 -1。
    例如, 如果 'nums' = [1, 2, 3, 4], 最大元素是 4, 并且它至少是数组中每个其他数字的两倍, 所以返回 3。
    >>> dominantIndex([3,6,1,0])
    1
    >>> dominantIndex([1,2,3,4])
    -1
    '''","    if len(nums) == 1:
        return 0
    max_num = max(nums)
    max_index = nums.index(max_num)
    nums.remove(max_num)
    if max_num >= 2 * max(nums):
        return max_index
    else:
        return -1","def check(candidate):
    assert candidate([3,6,1,0]) == 1
    assert candidate([1,2,3,4]) == -1
    assert candidate([1,0]) == 0",dominantIndex,"def rules(n):
    import random
    nums = []
    for i in range(n-1):
        nums.append(random.randint(0, n))
    nums.append(random.randint(n, 3*n))
    return {
        'nums': nums
    }",10000
leetcode/1200,"def minimumAbsDifference(arr):
    '''
    Given an array of distinct integers arr, find all pairs of elements with the minimum absolute difference of any two elements.
    Return a list of pairs in ascending order(with respect to pairs), each pair [a, b] follows,
    a, b are from arr; a < b; b - a equals to the minimum absolute difference of any two elements in arr.
    >>> minimumAbsDifference([4,2,1,3])
    [[1, 2], [2, 3], [3, 4]]
    >>> minimumAbsDifference([1,3,6,10,15])
    [[1, 3]]
    '''","def minimumAbsDifference(arr):
    '''
    给定一个没有重复数字的整数数组 'arr', 找到并返回所有在 'arr' 中的绝对差值最小的数对。
    按升序返回所有数对, 每个数对 [a, b] 满足:
    a, b 是 arr 中的两个数; a < b; b - a 等于 'arr' 中任意两个数的绝对差值中的最小值。
    >>> minimumAbsDifference([4,2,1,3])
    [[1, 2], [2, 3], [3, 4]]
    >>> minimumAbsDifference([1,3,6,10,15])
    [[1, 3]]
    '''","    arr.sort()
    min_diff = arr[1] - arr[0]
    for i in range(len(arr)-1):
        min_diff = min(min_diff, arr[i+1] - arr[i])
    res = []
    for i in range(len(arr)-1):
        if arr[i+1] - arr[i] == min_diff:
            res.append([arr[i], arr[i+1]])
    return res","def check(candidate):
    assert candidate([4,2,1,3]) == [[1, 2], [2, 3], [3, 4]]
    assert candidate([1,3,6,10,15]) == [[1, 3]]
    assert candidate([3,8,-10,23,19,-4,-14,27]) == [[-14, -10], [19, 23], [23, 27]]",minimumAbsDifference,"def rules(n):
    import random
    arr = []
    tmp = []
    for i in range(n**1.5):
        tmp.append(i)
    arr = random.sample(tmp, n)
    return {
        'arr': arr
    }",10000
leetcode/1385,"def findTheDistanceValue(arr1, arr2, d):
    '''
    Given two integer arrays 'arr1' and 'arr2', and the integer 'd', return the distance value between the two arrays.
    The distance value is defined as the number of elements 'arr1[i]' such that there is not any element 'arr2[j]' where |arr1[i]-arr2[j]| <= d.
    >>> findTheDistanceValue([4,5,8], [10,9,1,8], 2)
    2
    >>> findTheDistanceValue([1,4,2,3], [-4,-3,6,10,20,30], 3)
    2
    >>> findTheDistanceValue([2,1,100,3], [-5,-2,10,-3,7], 6)
    1
    '''","def findTheDistanceValue(arr1, arr2, d):
    '''
    给定两个整数数组 'arr1' 和 'arr2', 以及一个整数 'd', 返回两个数组之间的距离值。
    距离值 定义为满足arr1数组中指定元素arr[i]的数量，满足对于arr2中的每个元素arr2[j]，都有|arr[i]-arr2[j]| > d。
    >>> findTheDistanceValue([4,5,8], [10,9,1,8], 2)
    2
    >>> findTheDistanceValue([1,4,2,3], [-4,-3,6,10,20,30], 3)
    2
    >>> findTheDistanceValue([2,1,100,3], [-5,-2,10,-3,7], 6)
    1
    '''","    res = 0
    for i in arr1:
        flag = True
        for j in arr2:
            if abs(i-j) <= d:
                flag = False
                break
        if flag:
            res += 1
    return res","def check(candidate):
    assert candidate([4,5,8], [10,9,1,8], 2) == 2
    assert candidate([1,4,2,3], [-4,-3,6,10,20,30], 3) == 2
    assert candidate([2,1,100,3], [-5,-2,10,-3,7], 6) == 1",findTheDistanceValue,"def rules(n):
    import random
    import math
    arr1 = []
    arr2 = []
    for i in range(n):
        arr1.append(random.randint(0, n))
        arr2.append(random.randint(0, n))
    d = random.randint(0, int(math.log(n+2)))
    return {
        'arr1': arr1,
        'arr2': arr2,
        'd': d
    }",5000
leetcode/349,"def intersection(nums1, nums2):
    '''
    Given two integer arrays nums1 and nums2, return an array of their intersection. Each element in the result must be unique and you must return the result in ascebding order.
    >>> intersection([1,2,2,1], [2,2])
    [2]
    >>> intersection([4,9,5], [9,4,9,8,4])
    [4,9]
    '''","def intersection(nums1, nums2):
    '''
    给定两个整数数组 'nums1' 和 'nums2', 返回它们的交集。返回的列表中的每个元素都是唯一的, 并且以升序返回。
    >>> intersection([1,2,2,1], [2,2])
    [2]
    >>> intersection([4,9,5], [9,4,9,8,4])
    [4,9]
    '''","    res = []
    for i in nums1:
        if i in nums2 and i not in res:
            res.append(i)
    return res","def check(candidate):
    assert candidate([1,2,2,1], [2,2]) == [2]
    assert candidate([4,9,5], [9,4,9,8,4]) == [4,9]
    assert candidate([1,2,3,4,5,6,7,8,9], [2,4,6,8,10]) == [2,4,6,8]",intersection,"def rules(n):
    import random
    nums1 = []
    nums2 = []
    for i in range(n):
        nums1.append(random.randint(0, 2*n))
        nums2.append(random.randint(0, 2*n))
    return {
        'nums1': nums1,
        'nums2': nums2
    }",5000
leetcode/1491,"def average(salary):
    '''
    Given an array of unique integers salary where salary[i] is the salary of the employee i.
    Return the average salary in a rounded integer of employees excluding the minimum and maximum salary.
    >>> average([4000,3000,1000,2000])
    2500
    >>> average([1000,2000,3000])
    2000
    '''","def average(salary):
    '''
    给定一个没有重复整数的数组 'salary', 其中 salary[i] 是第 i 个员工的工资。
    返回去掉最低工资和最高工资后的平均工资，结果四舍五入，返回整数。
    >>> average([4000,3000,1000,2000])
    2500
    >>> average([1000,2000,3000])
    2000
    '''","    salary.sort()
    salary.pop()
    salary.pop(0)
    return int(sum(salary)/len(salary))","def check(candidate):
    assert candidate([4000,3000,1000,2000]) == 2500
    assert candidate([1000,2000,3000]) == 2000
    assert candidate([6000,5000,4000,3000,2000,1000]) == 3500",average,"def rules(n):
    import random
    salary = []
    for i in range(n):
        salary.append(random.randint(0, 2*n))
    return {
        'salary': salary
    }",10000
leetcode/561,"def arrayPairSum(nums):
    '''
    Given an integer array nums of 2n integers, group these integers into n pairs (a1, b1), (a2, b2), ..., (an, bn) 
    such that the sum of min(ai, bi) for all i is maximized. Return the maximized sum.
    >>> arrayPairSum([1,4,3,2])
    4
    >>> arrayPairSum([6,2,6,5,1,2])
    9
    '''","def arrayPairSum(nums):
    '''
    给定一个长度为 2n 的整数数组 nums, 将 nums 中的元素两两配对并组成 n 个数对, 使得每对数对的最小值之和最大。
    返回最大的和。
    >>> arrayPairSum([1,4,3,2])
    4
    >>> arrayPairSum([6,2,6,5,1,2])
    9
    '''","    nums.sort()
    res = 0
    for i in range(len(nums)):
        if i % 2 == 0:
            res += nums[i]
    return res","def check(candidate):
    assert candidate([1,4,3,2]) == 4
    assert candidate([6,2,6,5,1,2]) == 9
    assert candidate([1,1,1,1,1,1]) == 3",arrayPairSum,"def rules(n):
    import random
    nums = []
    for i in range(2*n):
        nums.append(random.randint(0, n))
    return {
        'nums': nums
    }",10000
leetcode/209,"def minSubArrayLen(target, nums):
    '''
    Given an array of positive integers nums and a positive integer target, return the minimal length of a contiguous subarray [numsl, numsl+1, ..., numsr-1, numsr] 
    of which the sum is greater than or equal to target. If there is no such subarray, return 0 instead.
    >>> minSubArrayLen(7, [2,3,1,2,4,3])
    2
    >>> minSubArrayLen(4, [1,4,4])
    1
    >>> minSubArrayLen(11, [1,1,1,1,1,1,1,1])
    0
    '''","def minSubArrayLen(target, nums):
    '''
   给定一个含有 n 个正整数的数组和一个正整数 target 。
    找出该数组中满足其总和大于等于 target 的长度最小的 连续子数组 [numsl, numsl+1, ..., numsr-1, numsr] ，返回其长度。
    如果不存在符合条件的子数组，返回 0 。
    >>> minSubArrayLen(7, [2,3,1,2,4,3])
    2
    >>> minSubArrayLen(4, [1,4,4])
    1
    >>> minSubArrayLen(11, [1,1,1,1,1,1,1,1])
    0
    '''","    if sum(nums) < target:
        return 0
    min_length = len(nums)
    for i in range(len(nums)):
        for j in range(i, len(nums)):
            if sum(nums[i:j+1]) >= target:
                min_length = min(min_length, j-i+1)
                break
    return min_length","def check(candidate):
    assert candidate(7, [2,3,1,2,4,3]) == 2
    assert candidate(4, [1,4,4]) == 1
    assert candidate(11, [1,1,1,1,1,1,1,1]) == 0",minSubArrayLen,"def rules(n):
    import random
    nums = []
    for i in range(2*n):
        nums.append(random.randint(1, n))
    return {
        'target': random.randint(n, 2*n),
        'nums': nums
    }",3000
leetcode/1,"def twoSum(nums, target):
    '''
    Given an array of integers nums and an integer target, return indices of the two numbers such that they add up to target.
    You may assume that each input would have exactly one solution, and you may not use the same element twice.
    Return the two index in ascending order.
    >>> twoSum([3,2,4], 6)
    [1, 2]
    >>> twoSum([3,3], 6)
    [0, 1]
    '''","def twoSum(nums, target):
    '''
    给定一个整数数组 nums 和一个整数目标值 target，请你在该数组中找出 和为目标值 target 的那两个整数，并返回它们的数组下标。
    你可以假设每种输入只会对应一个答案。但是，数组中同一个元素在答案里不能重复出现。
    按升序返回两个下标。
    >>> twoSum([3,2,4], 6)
    [1, 2]
    >>> twoSum([3,3], 6)
    [0, 1]
    '''","    for i in range(len(nums)):
        for j in range(i+1, len(nums)):
            if nums[i]+nums[j] == target:
                return [i,j]","def check(candidate):
    assert candidate([3,2,4], 6) == [1, 2]
    assert candidate([3,3], 6) == [0, 1]
    assert candidate([1,2,3,4,5,6,7,8,9], 17) == [7, 8]",twoSum,"def rules(n):
    import random
    nums = []
    for i in range(n-2):
        nums.append(random.randint(0, n))
    nums.append(n+2)
    nums.append(n+3)
    random.shuffle(nums)
    tar = 2*n+5
    return {
        'nums': nums,
        'target': tar
    }",3000
leetcode/409,"def longestPalindrome(s):
    '''
    Given a string s which consists of lowercase letters, return the length of the longest palindrome that can be built with those letters.
    Letters are case sensitive, for example, ""Aa"" is not considered a palindrome here.
    >>> longestPalindrome(""abccccdd"")
    7
    >>> longestPalindrome(""a"")
    1
    >>> longestPalindrome(""bb"")
    2
    '''","def longestPalindrome(s):
    '''
    给你一个包含小写字母的字符串 's', 返回使用's'中的字符可以构造的最长回文串的长度。
    >>> longestPalindrome(""abccccdd"")
    7
    >>> longestPalindrome(""a"")
    1
    >>> longestPalindrome(""bb"")
    2
    '''","    s_dict = collections.Counter(s)
    res = 0
    flag = False
    for i in s_dict:
        if s_dict[i] % 2 == 0:
            res += s_dict[i]
        else:
            res += s_dict[i] - 1
            flag = True
    if flag:
        res += 1
    return res","def check(candidate):
    assert candidate(""abccccdd"") == 7
    assert candidate(""a"") == 1
    assert candidate(""bb"") == 2",longestPalindrome,"def rules(n):
    import random
    s=''
    for i in range(n):
        s += chr(random.randint(97, 122))
    return {
        's': s
    }",3000
leetcode/121,"def maxProfit(prices):
    '''
    You are given an array prices where prices[i] is the price of a given stock on the ith day.
    You want to maximize your profit by choosing a single day to buy one stock and choosing a different day in the future to sell that stock.
    Return the maximum profit you can achieve from this transaction. If you cannot achieve any profit, return 0.
    >>> maxProfit([7,1,5,3,6,4])
    5
    >>> maxProfit([7,6,4,3,1])
    0
    '''","def maxProfit(prices):
    '''
    给定一个数组 prices ，它的第 i 个元素 prices[i] 表示一支给定股票第 i 天的价格。
    你只能选择 某一天 买入这只股票，并选择在 未来的某一个不同的日子 卖出该股票。设计一个算法来计算你所能获取的最大利润。
    返回你可以从这笔交易中获取的最大利润。如果你不能获取任何利润，返回 0 。
    >>> maxProfit([7,1,5,3,6,4])
    5
    >>> maxProfit([7,6,4,3,1])
    0
    '''","    max_profit = 0
    for i in range(len(prices)):
        for j in range(i+1, len(prices)):
            max_profit = max(max_profit, prices[j]-prices[i])
    return max_profit","def check(candidate):
    assert candidate([7,1,5,3,6,4]) == 5
    assert candidate([7,6,4,3,1]) == 0
    assert candidate([1,2,3,4,5,6,7,8,9]) == 8",maxProfit,"def rules(n):
    import random
    nums = []
    for i in range(n):
        nums.append(random.randint(0, n))
    return {
        'prices': nums
    }",3000
